
"If you choose to enter the values for the dropdown or multiselect manually, input them here. Separate the options with a new line.","If you choose to enter the values for the dropdown or multiselect manually, input them here. Separate the options with a new line."
"Include in admin global search","Include in admin global search"
"Index Action layout handle","Index Action layout handle"
"Inline template for tree entities","Inline template for tree entities"
"Insert here","Insert here"
"Install data script","Install data script"
"Install script","Install script"
"Installed UMC2 modules","Installed UMC2 modules"
"Is Child Of","Is Child Of"
"Is Parent For","Is Parent For"
"Is Sibling WIth","Is Sibling WIth"
"JS file for tree entity edit","JS file for tree entity edit"
"Js file necessary for editing tree entities","Js file necessary for editing tree entities"
"Js for tree entities forms","Js for tree entities forms"
"Js for tree entities with sibling relations","Js for tree entities with sibling relations"
"Label plural","Label plural"
"Label singular","Label singular"
"Layout handle for export csv action","Layout handle for export csv action"
"Layout handle for export excel action","Layout handle for export excel action"
"Layout handle for grid action","Layout handle for grid action"
"Main Settings","Main Settings"
"Main tab of entity add/edit form","Main tab of entity add/edit form"
"Mass Delete entity admin action","Mass Delete entity admin action"
"Model for uploading files","Model for uploading files"
"Model used for listing entities in dropdowns","Model used for listing entities in dropdowns"
"Model used for the global admin search","Model used for the global admin search"
"Module Creator","Module Creator"
"Module Information","Module Information"
"Module List","Module List"
"Module Name","Module Name"
"Module Settings","Module Settings"
"Module declaration file","Module declaration file"
"Module name","Module name"
"Module naming restrictions","Module naming restrictions"
"Move tree behaving entities in the tree","Move tree behaving entities in the tree"
"Multiple select","Multiple select"
"Name Settings","Name Settings"
"Name plural","Name plural"
"Name singular","Name singular"
"Naming restrictions","Naming restrictions"
"OK! I got it!","OK! I got it!"
"Options in select","Options in select"
"Remove attribute","Remove attribute"
"Remove entity","Remove entity"
"Require Js config","Require Js config"
"Retrieve entity tree","Retrieve entity tree"
"Retrieve in JSON format the tree entities","Retrieve in JSON format the tree entities"
"Route declaration for admin section.","Route declaration for admin section."
"Save Module","Save Module"
"Save and Continue Edit","Save and Continue Edit"
"Save entity admin action","Save entity admin action"
"Select Attribute Type","Select Attribute Type"
"Select Entity Type","Select Entity Type"
"Select parent menu and position","Select parent menu and position"
"Show in admin grid","Show in admin grid"
"Sibling relation admin tab","Sibling relation admin tab"
"Sibling relation","Sibling relation"
"Siblings grid AJAX action layout","Siblings grid AJAX action layout"
"Siblings grid AJAX action","Siblings grid AJAX action"
"Siblings grid action layout","Siblings grid action layout"
"Siblings grid action","Siblings grid action"
"Singular and Plural names should not be the same","Singular and Plural names should not be the same"
"Sort Attributes","Sort Attributes"
"Source model for option attributes","Source model for option attributes"
"Spinner gif for tree entities with sibling relations","Spinner gif for tree entities with sibling relations"
"Template for creating a new tree entity from a sibling related entity.","Template for creating a new tree entity from a sibling related entity."
"Template for rendering the admin edit block for tree behaving entities","Template for rendering the admin edit block for tree behaving entities"
"Template for rendering the admin edit form block for tree behaving entities","Template for rendering the admin edit form block for tree behaving entities"
"Template for rendering the admin tree for tree behaving entities","Template for rendering the admin tree for tree behaving entities"
"The Magento admin Global search (at the top of every admin page) searches for the text you enter in products, customers and orders.<br />If you set this to 'Yes' than it will search in your entity also.","The Magento admin Global search (at the top of every admin page) searches for the text you enter in products, customers and orders.<br />If you set this to 'Yes' than it will search in your entity also."
"The Ultimate Module Creator for Magento 2 (UMC2) is a Magento extension that lets you create other magento CRUD modules for your own entities. You can create as many entities as you want in one extension, you can establish relations between them, decide to generate only back-end pages or both back-end and frontend pages.","The Ultimate Module Creator for Magento 2 (UMC2) is a Magento extension that lets you create other magento CRUD modules for your own entities. You can create as many entities as you want in one extension, you can establish relations between them, decide to generate only back-end pages or both back-end and frontend pages."
"The entities created with UMC will have a field called 'created_at' with the creation date of any entity instance.<br />If this is set to 'Yes' the 'Created at' field will be added to the admin grid.","The entities created with UMC will have a field called 'created_at' with the creation date of any entity instance.<br />If this is set to 'Yes' the 'Created at' field will be added to the admin grid."
"The entities created with UMC will have a field called 'updated_at' with the last update date of any entity instance.<br />If this is set to 'Yes' the 'Updated at' field will be added to the admin grid.","The entities created with UMC will have a field called 'updated_at' with the last update date of any entity instance.<br />If this is set to 'Yes' the 'Updated at' field will be added to the admin grid."
"The entity has at least one ""many to many"" relation with an other entity","The entity has at least one ""many to many"" relation with an other entity"
"The entity type","The entity type"
"The following condition are met:","The following condition are met:"
"The following condition is met:","The following condition is met:"
"The module declaration file.","The module declaration file."
"The requested file does not exist or is not readable","The requested file does not exist or is not readable"
"The second entity's setting ""Is Tree"" is","The second entity's setting ""Is Tree"" is"
"The text you put here will be added at the top of (almost) each file in the module you create.<br />Use {{Namespace}} as a placeholder for namespace, {{Module}} as a placeholder for the module name and {{Y}} as placeholder for current year.<br />If you don't want any License text on your files just leave this field empty.","The text you put here will be added at the top of (almost) each file in the module you create.<br />Use {{Namespace}} as a placeholder for namespace, {{Module}} as a placeholder for the module name and {{Y}} as placeholder for current year.<br />If you don't want any License text on your files just leave this field empty."
"There are some naming restrictions for the attribute setup.","There are some naming restrictions for the attribute setup."
"There are some naming restrictions for the entity setup.","There are some naming restrictions for the entity setup."
"There are some naming restrictions for the module setup.","There are some naming restrictions for the module setup."
"These are PHP reserved keywords","These are PHP reserved keywords"
"These values would conflict with the magic getters and setters of the generated model","These values would conflict with the magic getters and setters of the generated model"
"This allows you to display the attribute as a column in the admin grid of the entity. The attribute set to behave as 'Name' will be included by default in the grid.","This allows you to display the attribute as a column in the admin grid of the entity. The attribute set to behave as 'Name' will be included by default in the grid."
"This allows you to use a WYSIWYG editor for the attribute. It is available only for Textarea attributes.","This allows you to use a WYSIWYG editor for the attribute. It is available only for Textarea attributes."
"This does not apply for the methods and members that come from the core code.","This does not apply for the methods and members that come from the core code."
"This is the attribute label that will be visible in the back-end in the add/edit form and in some cases in frontend.","This is the attribute label that will be visible in the back-end in the add/edit form and in some cases in frontend."
"This is the attribute type. This wil determine the table column type for this field/attribute and its behavior.","This is the attribute type. This wil determine the table column type for this field/attribute and its behavior."
"This is the folder name of your new extension. Your company name should go here. Use only letters and numbers. Start with a capital letter.","This is the folder name of your new extension. Your company name should go here. Use only letters and numbers. Start with a capital letter."
"This is the parent menu id of the module menu. Leave empty to add in top menu.","This is the parent menu id of the module menu. Leave empty to add in top menu."
"This is the plural form of the label above. It will be used for lists. (For example: 'Posts'). Try to use English words for this label. It's not mandatory, but it makes the taxonomy more readable. UMC will create a language file for the modules it generates and you can translate your module.<br /><span class=""label label-info"">Info:</span>I recommend the first letter to be uppercase.","This is the plural form of the label above. It will be used for lists. (For example: 'Posts'). Try to use English words for this label. It's not mandatory, but it makes the taxonomy more readable. UMC will create a language file for the modules it generates and you can translate your module.<br /><span class=""label label-info"">Info:</span>I recommend the first letter to be uppercase."
"This is the plural value of the entity code. For example 'posts'.","This is the plural value of the entity code. For example 'posts'."
"This is the sort order in the menu.","This is the sort order in the menu."
"This is the title that will be added to the menu.","This is the title that will be added to the menu."
"This is the version of the module.","This is the version of the module."
"This is your extension/module name. It should be something meaningful and not very long.<br />Try to use a noun in singular form. Start with a capital letter.","This is your extension/module name. It should be something meaningful and not very long.<br />Try to use a noun in singular form. Start with a capital letter."
"This module is intended for developers. It should not be used in production.","This module is intended for developers. It should not be used in production."
"This represents the entity behavior. Flat means one entity instance is mapped to a table row.","This represents the entity behavior. Flat means one entity instance is mapped to a table row."
"This sets the attribute as required in the admin add/edit form.","This sets the attribute as required in the admin add/edit form."
"This will be added as a comment under the field in the admin add/edit form.","This will be added as a comment under the field in the admin add/edit form."
"Tree block for backend","Tree block for backend"
"Tree entities helper block","Tree entities helper block"
"Tree entities quick create block","Tree entities quick create block"
"Tree entity JSON action","Tree entity JSON action"
"UMC generates the code in a 'human readable' form. It's easier to figure out what the code is about when the variables and methods have a propper name.<br />For example it's easier to read foreach ($_posts as $_post){...} or $_post->getTags() than foreach ($_list as $_item){...} or $_entity->getRelated('tags');<br />The value you fill in here will be used for variable names, file names and table names.","UMC generates the code in a 'human readable' form. It's easier to figure out what the code is about when the variables and methods have a propper name.<br />For example it's easier to read foreach ($_posts as $_post){...} or $_post->getTags() than foreach ($_list as $_item){...} or $_entity->getRelated('tags');<br />The value you fill in here will be used for variable names, file names and table names."
"UMC2 Help","UMC2 Help"
"UMC2 consists of several modules. Each one except the base module can be disabled. Your current installed modules are:","UMC2 consists of several modules. Each one except the base module can be disabled. Your current installed modules are:"
"Ultimate Module Creator","Ultimate Module Creator"
"Underscore for protected","Underscore for protected"
"Use WYSIWYG editor","Use WYSIWYG editor"
"Used for file upload ","Used for file upload "
"Used for image upload","Used for image upload"
"Yes / No","Yes / No"
"You cannot use ""%1"" here. It is a PHP reserved keyword","You cannot use ""%1"" here. It is a PHP reserved keyword"
"You cannot use ""%1"" here. it will conflict with the magic getter or setters of the model","You cannot use ""%1"" here. it will conflict with the magic getter or setters of the model"
"You cannot use this value here. It will conflict with the Magento class methods.","You cannot use this value here. It will conflict with the Magento class methods."
"You cannot use this value here. It will conflict with the Magento folder structure.","You cannot use this value here. It will conflict with the Magento folder structure."
"Your extension has been created!","Your extension has been created!"
"en_US language file","en_US language file"
"has at least one file type attribute","has at least one file type attribute"
"has at least one image type attribute","has at least one image type attribute"
"the following condition is met:","the following condition is met:"
"the following conditions are met:","the following conditions are met:"
"value is not permitted.","value is not permitted."
ATTRIBUTE,ATTRIBUTE
Action,Action
Attribute,Attribute
Country,Country
Date,Date
Decimal,Decimal
Description,Description
Download,Download
Dropdown,Dropdown
ENTITY,ENTITY
Edit,Edit
Entities,Entities
Entity,Entity
False,False
Field,Field
File,File
Flat,Flat
Global,Global
Help,Help
Image,Image
Integer,Integer
License,License
MODULE,MODULE
Message,Message
Module,Module
Modules,Modules
Multiselect,Multiselect
Namespace,Namespace
No,No
Note,Note
Relation,Relation
Required,Required
SETTINGS,SETTINGS
Settings,Settings
Text,Text
Textarea,Textarea
True,True
Value,Value
Version,Version
Yes,Yes
description,description
label,label
message,message
tooltip,tooltip
